Trajectory_ID,Order,Latitude,Longitude,Type
0,0,35.2626,-59.455414,Container
0,1,35.262623,-59.45519,Container
0,2,35.26264,-59.45486,Container
0,3,35.26269,-59.454468,Container
0,4,35.262737,-59.454075,Container
0,5,35.262814,-59.453663,Container
0,6,35.262863,-59.453327,Container
0,7,35.26292,-59.453,Container
0,8,35.262955,-59.452732,Container
0,9,35.262997,-59.452377,Container
0,10,35.26309,-59.451885,Container
0,11,35.263172,-59.451447,Container
0,12,35.2633,-59.451,Container
0,13,35.2634,-59.450603,Container
0,14,35.263496,-59.450253,Container
0,15,35.263596,-59.44987,Container
0,16,35.263653,-59.449604,Container
0,17,35.263706,-59.449337,Container
0,18,35.263714,-59.448956,Container
0,19,35.263744,-59.448345,Container
0,20,35.263805,-59.447514,Container
0,21,35.263866,-59.446873,Container
0,22,35.263912,-59.44649,Container
1,0,35.262615,-59.455578,Tanker
1,1,35.262638,-59.455524,Tanker
1,2,35.262665,-59.455463,Tanker
1,3,35.262695,-59.455402,Tanker
1,4,35.26273,-59.455364,Tanker
1,5,35.26276,-59.455334,Tanker
1,6,35.262787,-59.45529,Tanker
1,7,35.26282,-59.455242,Tanker
2,0,35.262646,-59.454807,Cargo
2,1,35.26269,-59.454082,Cargo
2,2,35.262745,-59.453373,Cargo
2,3,35.262848,-59.45268,Cargo
2,4,35.262955,-59.452114,Cargo
2,5,35.263027,-59.451538,Cargo
2,6,35.263073,-59.451035,Cargo
2,7,35.263126,-59.450348,Cargo
3,0,35.2626,-59.455128,Cargo
3,1,35.262604,-59.454754,Cargo
3,2,35.26261,-59.45448,Cargo
3,3,35.26263,-59.454075,Cargo
3,4,35.26265,-59.453625,Cargo
3,5,35.26266,-59.453217,Cargo
3,6,35.26267,-59.452923,Cargo
3,7,35.262684,-59.45242,Cargo
3,8,35.262703,-59.451878,Cargo
3,9,35.26273,-59.45129,Cargo
3,10,35.262745,-59.450764,Cargo
3,11,35.262768,-59.45024,Cargo
3,12,35.262783,-59.449703,Cargo
3,13,35.26279,-59.44928,Cargo
3,14,35.2628,-59.448742,Cargo
3,15,35.262817,-59.448227,Cargo
3,16,35.262844,-59.447662,Cargo
3,17,35.262867,-59.447266,Cargo
4,0,35.26263,-59.45555,Tanker
4,1,35.262657,-59.455456,Tanker
4,2,35.262676,-59.455364,Tanker
4,3,35.262684,-59.455273,Tanker
4,4,35.26269,-59.45519,Tanker
4,5,35.262695,-59.455112,Tanker
4,6,35.262707,-59.455032,Tanker
4,7,35.262722,-59.454945,Tanker
4,8,35.26273,-59.45486,Tanker
4,9,35.262745,-59.454792,Tanker
4,10,35.262756,-59.45473,Tanker
4,11,35.26277,-59.45467,Tanker
4,12,35.262783,-59.454594,Tanker
4,13,35.26279,-59.454525,Tanker
4,14,35.2628,-59.454456,Tanker
4,15,35.262802,-59.454407,Tanker
4,16,35.262802,-59.45436,Tanker
4,17,35.262814,-59.454304,Tanker
4,18,35.26282,-59.45424,Tanker
4,19,35.262836,-59.454163,Tanker
4,20,35.262844,-59.454086,Tanker
4,21,35.262848,-59.454014,Tanker
4,22,35.26286,-59.45395,Tanker
4,23,35.262867,-59.453876,Tanker
4,24,35.262875,-59.45381,Tanker
4,25,35.26288,-59.45374,Tanker
4,26,35.262882,-59.453663,Tanker
4,27,35.262894,-59.453583,Tanker
4,28,35.262905,-59.45349,Tanker
4,29,35.262913,-59.45341,Tanker
4,30,35.262924,-59.45334,Tanker
4,31,35.262936,-59.453274,Tanker
4,32,35.26294,-59.453197,Tanker
4,33,35.262943,-59.45311,Tanker
4,34,35.26295,-59.453033,Tanker
4,35,35.26296,-59.45296,Tanker
4,36,35.262974,-59.4529,Tanker
4,37,35.262985,-59.452824,Tanker
4,38,35.262997,-59.45276,Tanker
4,39,35.263012,-59.45268,Tanker
4,40,35.26302,-59.45261,Tanker
4,41,35.26303,-59.45254,Tanker
4,42,35.263035,-59.452465,Tanker
4,43,35.263042,-59.45238,Tanker
4,44,35.26305,-59.45229,Tanker
4,45,35.26305,-59.452206,Tanker
4,46,35.263058,-59.45213,Tanker
4,47,35.26306,-59.452057,Tanker
4,48,35.263073,-59.451977,Tanker
4,49,35.26309,-59.451904,Tanker
4,50,35.263096,-59.45184,Tanker
4,51,35.2631,-59.451794,Tanker
4,52,35.263107,-59.45174,Tanker
4,53,35.26312,-59.451687,Tanker
4,54,35.263126,-59.451626,Tanker
4,55,35.263134,-59.451565,Tanker
4,56,35.26314,-59.451492,Tanker
4,57,35.263153,-59.451405,Tanker
4,58,35.26317,-59.45133,Tanker
4,59,35.26318,-59.451275,Tanker
4,60,35.263184,-59.451214,Tanker
4,61,35.263195,-59.451153,Tanker
4,62,35.2632,-59.451084,Tanker
4,63,35.26321,-59.45103,Tanker
4,64,35.263218,-59.450977,Tanker
4,65,35.26323,-59.450912,Tanker
4,66,35.263245,-59.450848,Tanker
4,67,35.263264,-59.45078,Tanker
4,68,35.26328,-59.450714,Tanker
4,69,35.263294,-59.45064,Tanker
4,70,35.26331,-59.45058,Tanker
4,71,35.26332,-59.450527,Tanker
4,72,35.263336,-59.450466,Tanker
4,73,35.26334,-59.45041,Tanker
4,74,35.26335,-59.45036,Tanker
4,75,35.26336,-59.450306,Tanker
4,76,35.26337,-59.450256,Tanker
4,77,35.263382,-59.450207,Tanker
4,78,35.263393,-59.450153,Tanker
4,79,35.2634,-59.450115,Tanker
4,80,35.26341,-59.450047,Tanker
4,81,35.263412,-59.449993,Tanker
4,82,35.263416,-59.44992,Tanker
4,83,35.263424,-59.44986,Tanker
4,84,35.263428,-59.449787,Tanker
4,85,35.263435,-59.44972,Tanker
5,0,35.262592,-59.455547,Tanker
5,1,35.26262,-59.455456,Tanker
5,2,35.26265,-59.45538,Tanker
5,3,35.26268,-59.45531,Tanker
5,4,35.2627,-59.455242,Tanker
