Trajectory_ID,Order,Latitude,Longitude,Latitude_2,Longitude_2,Bearing,Type
19,0,35.262608,-59.455334,35.26261,-59.454636,89.79873581445315,Container
19,2,35.26261,-59.454636,35.262615,-59.454052,89.39907284643539,Container
19,4,35.262615,-59.454052,35.262615,-59.45344,89.99982333841535,Container
19,6,35.262615,-59.45344,35.26262,-59.452545,89.6077300130055,Container
19,9,35.26262,-59.452545,35.262627,-59.451405,89.56880336436745,Container
19,13,35.262627,-59.451405,35.26263,-59.450787,89.65918878964544,Container
19,15,35.26263,-59.450787,35.26263,-59.449997,89.99977195667043,Container
19,18,35.26263,-59.449997,35.262634,-59.44888,89.74839469915923,Container
19,22,35.262634,-59.44888,35.262638,-59.448334,89.48578150563145,Container
19,24,35.262638,-59.448334,35.26264,-59.447388,89.85137377670219,Container
19,27,35.26264,-59.447388,35.262646,-59.44679,89.29580395635583,Container
19,29,35.262646,-59.44679,35.26265,-59.44586,89.69792270513841,Container
19,32,35.26265,-59.44586,35.262653,-59.44517,89.69471150322357,Container
19,34,35.262653,-59.44517,35.262657,-59.444355,89.65537031133607,Container
19,37,35.262657,-59.444355,35.26266,-59.44334,89.79230531342535,Container
19,41,35.26266,-59.44334,35.262665,-59.44278,89.37333460078787,Container
19,43,35.262665,-59.44278,35.262665,-59.442078,89.99979735869476,Container
19,46,35.262665,-59.442078,35.26267,-59.441055,89.65674095098706,Container
19,50,35.26267,-59.441055,35.262676,-59.44044,89.31525772699382,Container
19,52,35.262676,-59.44044,35.26268,-59.439453,89.71533554032067,Container
19,55,35.26268,-59.439453,35.26268,-59.43819,89.99963541880805,Container
19,59,35.26268,-59.43819,35.262684,-59.4375,89.59301790007197,Container
19,61,35.262684,-59.4375,35.262684,-59.436646,89.99975348185785,Container
19,64,35.262684,-59.436646,35.26269,-59.43603,89.31636852118521,Container
19,66,35.26269,-59.43603,35.26269,-59.435154,89.99974713109418,Container
19,69,35.26269,-59.435154,35.26269,-59.43465,89.99985451404905,Container
19,71,35.26269,-59.43465,35.262695,-59.43375,89.60990598345597,Container
19,74,35.262695,-59.43375,,,,Container
61,0,35.26265,-59.455235,35.262707,-59.454876,78.99582836453169,Container
61,1,35.262707,-59.454876,35.262714,-59.45454,88.53831891808068,Container
61,2,35.262714,-59.45454,35.2627,-59.454266,93.5806444826402,Container
61,3,35.2627,-59.454266,35.26267,-59.453983,97.39718874334784,Container
61,4,35.26267,-59.453983,35.262638,-59.453693,97.69631865990647,Container
61,5,35.262638,-59.453693,35.262653,-59.453384,86.59754666528659,Container
61,6,35.262653,-59.453384,35.262646,-59.453033,91.3990462425765,Container
61,7,35.262646,-59.453033,35.262676,-59.452698,83.74093006005819,Container
61,8,35.262676,-59.452698,35.262714,-59.452374,81.82585651135963,Container
61,9,35.262714,-59.452374,35.262753,-59.452072,81.01250363231884,Container
61,10,35.262753,-59.452072,35.262745,-59.4518,92.06289104577309,Container
61,11,35.262745,-59.4518,35.262745,-59.451527,89.99992119492725,Container
61,12,35.262745,-59.451527,35.262787,-59.451294,77.55071107596387,Container
61,13,35.262787,-59.451294,35.26283,-59.45103,78.71858324606421,Container
61,14,35.26283,-59.45103,35.262836,-59.450733,88.58260011386494,Container
61,15,35.262836,-59.450733,35.26282,-59.450424,93.62852021478432,Container
61,16,35.26282,-59.450424,35.262825,-59.450085,88.96503895432295,Container
61,17,35.262825,-59.450085,35.262825,-59.449757,89.99990531833919,Container
61,18,35.262825,-59.449757,35.262836,-59.449448,87.50348211810399,Container
61,19,35.262836,-59.449448,35.2628,-59.449142,98.19893701549074,Container
61,20,35.2628,-59.449142,35.262756,-59.44887,101.20605345087512,Container
61,21,35.262756,-59.44887,35.262653,-59.44836,103.8928507097998,Container
61,23,35.262653,-59.44836,35.262615,-59.447876,95.49228280982493,Container
61,25,35.262615,-59.447876,35.262592,-59.44763,96.53219722141091,Container
61,26,35.262592,-59.44763,35.262512,-59.447063,99.80370839858608,Container
61,28,35.262512,-59.447063,35.262547,-59.446415,86.21522095053245,Container
61,30,35.262547,-59.446415,35.26257,-59.44575,87.57428672744447,Container
61,32,35.26257,-59.44575,,,,Container
73,0,35.262577,-59.455326,35.2627,-59.45424,82.10251218017169,Container
73,4,35.2627,-59.45424,35.262703,-59.45355,89.69471131356175,Container
73,6,35.262703,-59.45355,35.262745,-59.452435,87.35832818083287,Container
73,9,35.262745,-59.452435,35.26256,-59.451138,99.90863689116043,Container
73,13,35.26256,-59.451138,35.26242,-59.44992,98.01263469583688,Container
73,17,35.26242,-59.44992,35.262497,-59.44865,85.75296232567575,Container
73,21,35.262497,-59.44865,35.262493,-59.447987,90.42315579304943,Container
73,23,35.262493,-59.447987,35.26244,-59.446995,93.74343471969013,Container
73,26,35.26244,-59.446995,35.262463,-59.4464,87.28935825489418,Container
73,28,35.262463,-59.4464,35.262447,-59.44551,91.26104108993269,Container
73,31,35.262447,-59.44551,35.26253,-59.44498,79.14264082395528,Container
73,33,35.26253,-59.44498,35.262558,-59.44423,87.38188520744757,Container
73,36,35.262558,-59.44423,35.262623,-59.44344,84.24561974931942,Container
73,39,35.262623,-59.44344,35.262745,-59.44257,80.2547136736053,Container
73,42,35.262745,-59.44257,35.2627,-59.441376,92.6424253505894,Container
73,46,35.2627,-59.441376,35.262554,-59.440014,97.47885441946528,Container
73,50,35.262554,-59.440014,35.26257,-59.438946,88.94855677661371,Container
73,54,35.26257,-59.438946,35.262604,-59.43837,85.86497978086112,Container
73,56,35.262604,-59.43837,35.262676,-59.43753,84.00703232707264,Container
73,59,35.262676,-59.43753,35.262665,-59.436993,91.43694290720066,Container
73,61,35.262665,-59.436993,35.262634,-59.436035,92.26921154785339,Container
73,64,35.262634,-59.436035,35.262775,-59.43512,79.3121674713795,Container
73,67,35.262775,-59.43512,35.26263,-59.434082,99.70805158666195,Container
73,70,35.26263,-59.434082,35.262627,-59.432796,90.16332472719375,Container
73,74,35.262627,-59.432796,35.26256,-59.431736,94.42621278764256,Container
73,78,35.26256,-59.431736,35.26277,-59.430252,80.16734647277764,Container
73,83,35.26277,-59.430252,35.262707,-59.429714,98.16127703885627,Container
73,85,35.262707,-59.429714,,,,Container
75,0,35.26262,-59.455444,35.262676,-59.456127,275.7343975622018,Container
75,7,35.262676,-59.456127,35.26262,-59.455853,104.05274202376671,Container
75,9,35.26262,-59.455853,35.262714,-59.45631,284.1394091708713,Container
75,12,35.262714,-59.45631,35.262394,-59.457184,245.84835802647683,Container
75,17,35.262394,-59.457184,35.26212,-59.456676,123.44754137406215,Container
75,20,35.26212,-59.456676,35.261932,-59.457153,244.23378541112953,Container
75,23,35.261932,-59.457153,35.262196,-59.45755,309.16005562865803,Container
75,26,35.262196,-59.45755,35.262146,-59.457386,110.47496118586025,Container
75,30,35.262146,-59.457386,35.26239,-59.45795,297.9166081251112,Container
75,35,35.26239,-59.45795,35.26172,-59.457474,149.88206174707068,Container
75,39,35.26172,-59.457474,35.261738,-59.45767,276.4173086800378,Container
75,42,35.261738,-59.45767,35.261795,-59.457336,78.19465000851307,Container
75,45,35.261795,-59.457336,35.260864,-59.457165,171.47061822102955,Container
