Trajectory_ID,Order,Latitude,Longitude,Latitude_2,Longitude_2,Bearing,Type
19,0,35.262646,-59.455395,35.26244,-59.454437,104.753713636032,Fishing
19,3,35.26244,-59.454437,35.262836,-59.453796,52.8882174608369,Fishing
19,6,35.262836,-59.453796,35.263027,-59.453205,68.4058129893435,Fishing
19,8,35.263027,-59.453205,35.263103,-59.452732,78.8671863263795,Fishing
19,10,35.263103,-59.452732,35.26316,-59.45209,83.7940060129832,Fishing
19,13,35.26316,-59.45209,35.26328,-59.451843,59.2468954500651,Fishing
19,14,35.26328,-59.451843,35.263165,-59.451313,104.881828127717,Fishing
19,16,35.263165,-59.451313,35.262913,-59.450943,129.832617060912,Fishing
19,19,35.262913,-59.450943,35.262966,-59.450047,85.8562130015588,Fishing
19,23,35.262966,-59.450047,35.26292,-59.44952,96.101697323404,Fishing
19,25,35.26292,-59.44952,35.262997,-59.448486,84.7885830161749,Fishing
19,28,35.262997,-59.448486,35.26328,-59.447556,69.5600401561534,Fishing
19,32,35.26328,-59.447556,35.263096,-59.44679,106.393146605546,Fishing
19,35,35.263096,-59.44679,35.263317,-59.446423,53.5909006306075,Fishing
19,37,35.263317,-59.446423,35.263615,-59.44595,52.3458570088376,Fishing
19,40,35.263615,-59.44595,35.263256,-59.445404,128.843344655989,Fishing
19,43,35.263256,-59.445404,35.263195,-59.445087,103.261000133182,Fishing
19,45,35.263195,-59.445087,35.26328,-59.444653,76.5114024174414,Fishing
19,48,35.26328,-59.444653,35.263195,-59.444035,99.5615068934047,Fishing
19,51,35.263195,-59.444035,35.263367,-59.44341,71.3736786944236,Fishing
19,53,35.263367,-59.44341,35.26347,-59.442554,81.6165148104846,Fishing
19,56,35.26347,-59.442554,35.26315,-59.441586,112.041216832803,Fishing
19,59,35.26315,-59.441586,35.262432,-59.4406,131.727417040299,Fishing
19,63,35.262432,-59.4406,35.262405,-59.44041,99.8727267426538,Fishing
19,64,35.262405,-59.44041,35.262737,-59.439655,61.6950430172391,Fishing
19,67,35.262737,-59.439655,35.26262,-59.439007,102.468962300429,Fishing
19,70,35.26262,-59.439007,35.262505,-59.437984,97.8386744157257,Fishing
19,74,35.262505,-59.437984,,,,Fishing
21,0,35.26251,-59.455395,35.262486,-59.455124,96.1901360224223,Fishing
21,1,35.262486,-59.455124,35.262486,-59.454838,89.9999174426146,Fishing
21,2,35.262486,-59.454838,35.262535,-59.45456,77.8185514578905,Fishing
21,3,35.262535,-59.45456,35.26254,-59.454365,88.201275622069,Fishing
21,4,35.26254,-59.454365,35.262554,-59.45418,84.7048267564863,Fishing
21,5,35.262554,-59.45418,35.262543,-59.45406,96.4054967649766,Fishing
