Trajectory_ID,Order,Latitude,Longitude,Latitude_2,Longitude_2,Bearing,Type
6,0,35.26251,-59.454884,35.262455,-59.45436,97.3249596634896,Cargo
6,1,35.262455,-59.45436,35.26244,-59.45407,93.6246090184985,Cargo
6,2,35.26244,-59.45407,35.262432,-59.453823,92.2714833917096,Cargo
6,3,35.262432,-59.453823,35.262436,-59.45349,89.1570695570795,Cargo
6,4,35.262436,-59.45349,35.26244,-59.453114,89.253433466671,Cargo
6,5,35.26244,-59.453114,35.262424,-59.452747,93.056218754593,Cargo
6,6,35.262424,-59.452747,35.2624,-59.45239,94.7066587434329,Cargo
6,7,35.2624,-59.45239,35.262352,-59.45193,97.2825795960011,Cargo
6,8,35.262352,-59.45193,35.262337,-59.451508,92.4925321505962,Cargo
6,9,35.262337,-59.451508,35.262302,-59.45102,95.019725651591,Cargo
6,10,35.262302,-59.45102,35.2623,-59.450565,90.3083092102769,Cargo
6,11,35.2623,-59.450565,35.262314,-59.450047,88.1040316049899,Cargo
6,12,35.262314,-59.450047,35.262356,-59.449646,82.6902275550293,Cargo
6,13,35.262356,-59.449646,35.262417,-59.449154,81.3657529371704,Cargo
6,14,35.262417,-59.449154,35.262436,-59.448746,86.7356507399347,Cargo
6,15,35.262436,-59.448746,35.262478,-59.44814,85.1481153890388,Cargo
6,16,35.262478,-59.44814,35.262493,-59.447575,88.1375444139395,Cargo
6,17,35.262493,-59.447575,35.262535,-59.44685,85.9415073909449,Cargo
6,18,35.262535,-59.44685,35.26253,-59.44621,90.5480102763113,Cargo
6,19,35.26253,-59.44621,35.26252,-59.445652,91.2571835991376,Cargo
6,20,35.26252,-59.445652,35.262455,-59.445145,98.9232881745866,Cargo
6,21,35.262455,-59.445145,35.26242,-59.444706,95.5766954622779,Cargo
6,22,35.26242,-59.444706,35.26241,-59.444233,91.4830627651189,Cargo
6,23,35.26241,-59.444233,35.262432,-59.44399,83.6728436755042,Cargo
6,24,35.262432,-59.44399,35.262417,-59.443684,93.4355434586633,Cargo
6,25,35.262417,-59.443684,35.262413,-59.44333,90.7927398836854,Cargo
6,26,35.262413,-59.44333,35.2624,-59.442883,92.039775802189,Cargo
6,27,35.2624,-59.442883,,,,Cargo
13,0,35.262478,-59.455044,35.262577,-59.45409,82.7566498793459,Cargo
13,2,35.262577,-59.45409,35.26267,-59.45373,72.4432784305632,Cargo
13,3,35.26267,-59.45373,35.26282,-59.4532,70.8825653751061,Cargo
13,5,35.26282,-59.4532,35.262672,-59.452652,108.302187745978,Cargo
13,7,35.262672,-59.452652,35.2627,-59.451996,87.0074205924059,Cargo
13,9,35.2627,-59.451996,35.262787,-59.45171,69.5668038535321,Cargo
13,10,35.262787,-59.45171,35.262745,-59.451466,101.904288818283,Cargo
13,11,35.262745,-59.451466,35.263145,-59.450726,56.4947311709245,Cargo
13,13,35.263145,-59.450726,35.263504,-59.45032,42.7193838607974,Cargo
13,14,35.263504,-59.45032,35.26386,-59.449482,62.5121226065787,Cargo
13,16,35.26386,-59.449482,35.263893,-59.448544,87.5325081573606,Cargo
13,18,35.263893,-59.448544,35.263943,-59.447906,84.5172142695534,Cargo
13,20,35.263943,-59.447906,35.264168,-59.4476,47.9954838977886,Cargo
13,21,35.264168,-59.4476,35.264725,-59.446857,47.4432769429473,Cargo
13,23,35.264725,-59.446857,35.264896,-59.445637,80.2588572022119,Cargo
13,26,35.264896,-59.445637,35.26488,-59.445286,93.1953572397496,Cargo
13,27,35.26488,-59.445286,35.264576,-59.44458,117.805664948313,Cargo
13,29,35.264576,-59.44458,35.264362,-59.44394,112.270115439834,Cargo
13,31,35.264362,-59.44394,35.26378,-59.443222,134.791510078764,Cargo
13,33,35.26378,-59.443222,35.26363,-59.442814,114.240493136682,Cargo
13,34,35.26363,-59.442814,35.263615,-59.442425,92.7037417737519,Cargo
13,35,35.263615,-59.442425,35.263718,-59.441967,74.600637799437,Cargo
13,36,35.263718,-59.441967,35.263702,-59.44096,91.1145179371196,Cargo
13,38,35.263702,-59.44096,35.26401,-59.440098,66.3651329715283,Cargo
13,41,35.26401,-59.440098,35.263844,-59.439716,118.022509326603,Cargo
13,43,35.263844,-59.439716,35.263935,-59.439106,79.6457051275788,Cargo
13,46,35.263935,-59.439106,35.26385,-59.4387,104.381292115915,Cargo
13,47,35.26385,-59.4387,,,,Cargo
33,0,35.262558,-59.45512,35.262516,-59.454136,92.9921005091873,Cargo
33,2,35.262516,-59.454136,35.262516,-59.453747,89.9998877108443,Cargo
33,3,35.262516,-59.453747,35.262512,-59.452892,90.3280353923175,Cargo
33,5,35.262512,-59.452892,35.262512,-59.451977,89.9997358745335,Cargo
33,7,35.262512,-59.451977,35.262516,-59.451588,89.2783722509158,Cargo
33,8,35.262516,-59.451588,35.262512,-59.450855,90.3827081544908,Cargo
33,10,35.262512,-59.450855,35.262524,-59.45019,88.7337688762965,Cargo
33,12,35.262524,-59.45019,35.262527,-59.449844,89.3915030677399,Cargo
33,13,35.262527,-59.449844,35.262512,-59.449253,91.7802483156623,Cargo
33,15,35.262512,-59.449253,35.262478,-59.4482,92.2642487181665,Cargo
33,17,35.262478,-59.4482,35.262466,-59.44777,91.9573757993858,Cargo
33,18,35.262466,-59.44777,35.26245,-59.44697,91.4029092873625,Cargo
33,20,35.26245,-59.44697,35.26247,-59.44646,87.2501601869392,Cargo
33,21,35.26247,-59.44646,35.262512,-59.44544,87.1127542954007,Cargo
33,23,35.262512,-59.44544,35.262493,-59.444824,92.1631612252641,Cargo
33,25,35.262493,-59.444824,35.262478,-59.44449,93.1481264797795,Cargo
33,26,35.262478,-59.44449,35.262455,-59.44395,92.9859044669789,Cargo
33,28,35.262455,-59.44395,35.262455,-59.443695,89.9999263916805,Cargo
33,29,35.262455,-59.443695,35.262466,-59.443012,88.8698154684834,Cargo
33,31,35.262466,-59.443012,35.26245,-59.442585,92.62739306197,Cargo
33,32,35.26245,-59.442585,35.262436,-59.441895,91.423267835124,Cargo
33,34,35.262436,-59.441895,35.262447,-59.441563,87.6762353645721,Cargo
33,35,35.262447,-59.441563,35.262466,-59.440876,88.0598596098181,Cargo
33,37,35.262466,-59.440876,35.26245,-59.439854,91.0981385265445,Cargo
33,40,35.26245,-59.439854,35.262486,-59.438793,87.6201412652758,Cargo
33,43,35.262486,-59.438793,35.262478,-59.437744,90.5348279447849,Cargo
33,45,35.262478,-59.437744,35.2625,-59.43703,87.8386856455107,Cargo
33,47,35.2625,-59.43703,,,,Cargo
64,0,35.262676,-59.455173,35.262783,-59.454117,82.9257022355616,Cargo
64,2,35.262783,-59.454117,35.262676,-59.452106,93.72777637012,Cargo
64,5,35.262676,-59.452106,35.26263,-59.450806,92.4810533311854,Cargo
64,8,35.26263,-59.450806,35.26262,-59.44923,90.4447847345281,Cargo
64,11,35.26262,-59.44923,35.26252,-59.447205,93.4604409352298,Cargo
64,15,35.26252,-59.447205,35.262547,-59.44545,88.9200656669991,Cargo
64,19,35.262547,-59.44545,35.26256,-59.444546,88.9907453720443,Cargo
64,21,35.26256,-59.444546,35.26256,-59.443386,89.9996651520331,Cargo
64,24,35.26256,-59.443386,35.262432,-59.44203,96.5941517178766,Cargo
64,27,35.262432,-59.44203,35.262447,-59.440372,89.3647069972696,Cargo
64,31,35.262447,-59.440372,35.262203,-59.438293,98.1789245976549,Cargo
64,35,35.262203,-59.438293,35.262207,-59.43718,89.7474941145129,Cargo
64,39,35.262207,-59.43718,35.262173,-59.43626,92.5912347419104,Cargo
64,43,35.262173,-59.43626,35.262173,-59.43571,89.9998412372221,Cargo
64,47,35.262173,-59.43571,35.262146,-59.434998,92.6588543971943,Cargo
64,49,35.262146,-59.434998,35.262096,-59.434048,93.6878207778457,Cargo
64,52,35.262096,-59.434048,35.26211,-59.433636,87.6168138550776,Cargo
64,54,35.26211,-59.433636,35.2622,-59.43249,84.5057747277459,Cargo
64,57,35.2622,-59.43249,35.26218,-59.431686,91.7447706480867,Cargo
64,59,35.26218,-59.431686,35.262142,-59.430237,91.8391769012852,Cargo
64,62,35.262142,-59.430237,35.26207,-59.42867,93.2203326886265,Cargo
64,65,35.26207,-59.42867,35.262012,-59.427868,95.0612483495585,Cargo
64,68,35.262012,-59.427868,35.26213,-59.425686,86.2101548253073,Cargo
64,72,35.26213,-59.425686,35.262127,-59.424694,90.2119226210194,Cargo
64,74,35.262127,-59.424694,35.262005,-59.423218,95.7799003819692,Cargo
64,77,35.262005,-59.423218,35.261993,-59.42214,90.780760755756,Cargo
64,81,35.261993,-59.42214,35.26199,-59.4203,90.1138773621697,Cargo
64,85,35.26199,-59.4203,,,,Cargo
65,0,35.262577,-59.455048,35.262554,-59.45418,91.8584704478259,Cargo
65,2,35.262554,-59.45418,35.262623,-59.45349,83.0174572102686,Cargo
65,4,35.262623,-59.45349,35.262714,-59.452305,84.6267864356807,Cargo
65,6,35.262714,-59.452305,35.262714,-59.451416,89.9997433783523,Cargo
65,8,35.262714,-59.451416,35.26274,-59.45038,88.2392001005784,Cargo
65,10,35.26274,-59.45038,35.262726,-59.44988,91.9638818106422,Cargo
65,12,35.262726,-59.44988,35.262707,-59.448986,91.4907408522456,Cargo
65,14,35.262707,-59.448986,35.262726,-59.448437,87.5727806007409,Cargo
