Trajectory_ID,Order,Latitude,Longitude,Type
7,0,35.262726,-59.45543,Cruise
7,1,35.262913,-59.45518,Cruise
7,2,35.26309,-59.454914,Cruise
7,3,35.26325,-59.454636,Cruise
7,4,35.263256,-59.45439,Cruise
7,5,35.263306,-59.45421,Cruise
7,6,35.26328,-59.45403,Cruise
7,7,35.263386,-59.45377,Cruise
7,8,35.263508,-59.45345,Cruise
7,9,35.26364,-59.45316,Cruise
7,10,35.26372,-59.452923,Cruise
7,11,35.263744,-59.45271,Cruise
7,12,35.263836,-59.452404,Cruise
7,13,35.263916,-59.45219,Cruise
7,14,35.264034,-59.452015,Cruise
7,15,35.264088,-59.451904,Cruise
7,16,35.2641,-59.451733,Cruise
7,17,35.264137,-59.451443,Cruise
7,18,35.264156,-59.4512,Cruise
7,19,35.264263,-59.450886,Cruise
7,20,35.264324,-59.450703,Cruise
7,21,35.26429,-59.45044,Cruise
7,22,35.264202,-59.4503,Cruise
11,0,35.26259,-59.455563,Cruise
11,1,35.26257,-59.4554,Cruise
11,2,35.262447,-59.455097,Cruise
11,3,35.2623,-59.454853,Cruise
11,4,35.262196,-59.45464,Cruise
24,0,35.262585,-59.455463,Cruise
24,1,35.262585,-59.45519,Cruise
24,2,35.262585,-59.454967,Cruise
24,3,35.262577,-59.45474,Cruise
24,4,35.26257,-59.454662,Cruise
24,5,35.262558,-59.45454,Cruise
24,6,35.262543,-59.45442,Cruise
24,7,35.262524,-59.454212,Cruise
24,8,35.262524,-59.453953,Cruise
24,9,35.262558,-59.453533,Cruise
24,10,35.262596,-59.453083,Cruise
24,11,35.26262,-59.452557,Cruise
24,12,35.262615,-59.45221,Cruise
24,13,35.262608,-59.45193,Cruise
24,14,35.26259,-59.451656,Cruise
24,15,35.262566,-59.451397,Cruise
24,16,35.26253,-59.451077,Cruise
24,17,35.262524,-59.450775,Cruise
24,18,35.262512,-59.450348,Cruise
24,19,35.26252,-59.450027,Cruise
24,20,35.262516,-59.44977,Cruise
24,21,35.262524,-59.44951,Cruise
24,22,35.262527,-59.449215,Cruise
24,23,35.262524,-59.448837,Cruise
24,24,35.262516,-59.44843,Cruise
24,25,35.262516,-59.44783,Cruise
24,26,35.262527,-59.447342,Cruise
24,27,35.262547,-59.446835,Cruise
24,28,35.26256,-59.44644,Cruise
24,29,35.262596,-59.446003,Cruise
24,30,35.262604,-59.445736,Cruise
24,31,35.26263,-59.445415,Cruise
24,32,35.262638,-59.445126,Cruise
24,33,35.26266,-59.44478,Cruise
24,34,35.262672,-59.444584,Cruise
24,35,35.2627,-59.444263,Cruise
24,36,35.26269,-59.44385,Cruise
24,37,35.262676,-59.44328,Cruise
24,38,35.262646,-59.442825,Cruise
24,39,35.262634,-59.44251,Cruise
24,40,35.26266,-59.44222,Cruise
24,41,35.26268,-59.44188,Cruise
24,42,35.262684,-59.441544,Cruise
24,43,35.262676,-59.441193,Cruise
24,44,35.262672,-59.440723,Cruise
24,45,35.262653,-59.440125,Cruise
24,46,35.262634,-59.439514,Cruise
24,47,35.262623,-59.438908,Cruise
24,48,35.262646,-59.43843,Cruise
24,49,35.26265,-59.438,Cruise
24,50,35.262634,-59.43755,Cruise
24,51,35.262615,-59.43712,Cruise
24,52,35.262623,-59.43665,Cruise
24,53,35.262646,-59.43628,Cruise
