Trajectory_ID,Order,Latitude,Longitude,Type
2,0,35.262524,-59.454803,Cargo
2,1,35.262455,-59.454082,Cargo
2,2,35.2624,-59.453373,Cargo
2,3,35.262405,-59.452667,Cargo
2,4,35.262432,-59.45209,Cargo
2,5,35.262417,-59.45151,Cargo
2,6,35.262386,-59.451015,Cargo
2,7,35.262333,-59.45033,Cargo
6,0,35.26251,-59.454884,Cargo
6,1,35.262455,-59.45436,Cargo
6,2,35.26244,-59.45407,Cargo
6,3,35.262432,-59.453823,Cargo
6,4,35.262436,-59.45349,Cargo
6,5,35.26244,-59.453114,Cargo
6,6,35.262424,-59.452747,Cargo
6,7,35.2624,-59.45239,Cargo
6,8,35.262352,-59.45193,Cargo
6,9,35.262337,-59.451508,Cargo
6,10,35.262302,-59.45102,Cargo
6,11,35.2623,-59.450565,Cargo
6,12,35.262314,-59.450047,Cargo
6,13,35.262356,-59.449646,Cargo
6,14,35.262417,-59.449154,Cargo
6,15,35.262436,-59.448746,Cargo
6,16,35.262478,-59.44814,Cargo
6,17,35.262493,-59.447575,Cargo
6,18,35.262535,-59.44685,Cargo
6,19,35.26253,-59.44621,Cargo
6,20,35.26252,-59.445652,Cargo
6,21,35.262455,-59.445145,Cargo
6,22,35.26242,-59.444706,Cargo
6,23,35.26241,-59.444233,Cargo
6,24,35.262432,-59.44399,Cargo
6,25,35.262417,-59.443684,Cargo
6,26,35.262413,-59.44333,Cargo
6,27,35.2624,-59.442883,Cargo
13,0,35.262478,-59.455044,Cargo
13,1,35.26251,-59.45451,Cargo
13,2,35.262577,-59.45409,Cargo
13,3,35.26267,-59.45373,Cargo
13,4,35.26273,-59.453445,Cargo
13,5,35.26282,-59.4532,Cargo
13,6,35.262787,-59.452908,Cargo
13,7,35.262672,-59.452652,Cargo
13,8,35.26268,-59.45226,Cargo
13,9,35.2627,-59.451996,Cargo
13,10,35.262787,-59.45171,Cargo
13,11,35.262745,-59.451466,Cargo
13,12,35.26292,-59.451153,Cargo
13,13,35.263145,-59.450726,Cargo
13,14,35.263504,-59.45032,Cargo
13,15,35.263687,-59.449905,Cargo
13,16,35.26386,-59.449482,Cargo
13,17,35.26386,-59.44897,Cargo
13,18,35.263893,-59.448544,Cargo
13,19,35.263885,-59.448147,Cargo
13,20,35.263943,-59.447906,Cargo
13,21,35.264168,-59.4476,Cargo
13,22,35.264465,-59.447216,Cargo
13,23,35.264725,-59.446857,Cargo
13,24,35.2648,-59.44646,Cargo
13,25,35.26486,-59.446064,Cargo
13,26,35.264896,-59.445637,Cargo
13,27,35.26488,-59.445286,Cargo
13,28,35.26472,-59.44492,Cargo
13,29,35.264576,-59.44458,Cargo
13,30,35.26446,-59.444183,Cargo
13,31,35.264362,-59.44394,Cargo
13,32,35.264126,-59.44357,Cargo
13,33,35.26378,-59.443222,Cargo
13,34,35.26363,-59.442814,Cargo
13,35,35.263615,-59.442425,Cargo
13,36,35.263718,-59.441967,Cargo
13,37,35.26372,-59.44144,Cargo
13,38,35.263702,-59.44096,Cargo
13,39,35.26386,-59.440563,Cargo
13,40,35.26396,-59.44035,Cargo
13,41,35.26401,-59.440098,Cargo
13,42,35.26392,-59.439915,Cargo
13,43,35.263844,-59.439716,Cargo
13,44,35.263874,-59.439606,Cargo
13,45,35.26391,-59.43939,Cargo
13,46,35.263935,-59.439106,Cargo
13,47,35.26385,-59.4387,Cargo
29,0,35.262833,-59.455097,Cargo
29,1,35.262943,-59.45444,Cargo
29,2,35.26295,-59.453903,Cargo
29,3,35.262993,-59.45351,Cargo
29,4,35.262867,-59.453243,Cargo
29,5,35.262726,-59.452896,Cargo
29,6,35.26263,-59.452335,Cargo
29,7,35.262775,-59.451694,Cargo
30,0,35.26262,-59.455135,Cargo
30,1,35.262608,-59.45462,Cargo
30,2,35.262585,-59.4541,Cargo
30,3,35.262558,-59.45343,Cargo
30,4,35.262535,-59.452747,Cargo
30,5,35.26251,-59.452053,Cargo
30,6,35.262497,-59.451366,Cargo
