Trajectory_ID,Order,Latitude,Longitude,Latitude_2,Longitude_2,Bearing,Type
3,0,35.26257,-59.455128,35.262554,-59.454754,92.99912303386674,Tanker
3,1,35.262554,-59.454754,35.262543,-59.45448,92.81474281288945,Tanker
3,2,35.262543,-59.45448,35.262554,-59.454075,88.09470336152862,Tanker
3,3,35.262554,-59.454075,35.262554,-59.453625,89.99987010198492,Tanker
3,4,35.262554,-59.453625,35.262554,-59.453217,89.99988222551656,Tanker
3,5,35.262554,-59.453217,35.262543,-59.452927,92.65966718396078,Tanker
3,6,35.262543,-59.452927,35.262547,-59.45242,89.44625261501284,Tanker
3,7,35.262547,-59.45242,35.262543,-59.451885,90.52447475104316,Tanker
3,8,35.262543,-59.451885,35.262547,-59.45129,89.52810031945069,Tanker
3,9,35.262547,-59.45129,35.262547,-59.450764,89.99984816380345,Tanker
3,10,35.262547,-59.450764,35.262554,-59.45024,89.0625319158674,Tanker
3,11,35.262554,-59.45024,35.262543,-59.449703,91.43694074600842,Tanker
3,12,35.262543,-59.449703,35.26253,-59.44928,92.15541921545866,Tanker
3,13,35.26253,-59.44928,35.262505,-59.448742,93.2570696341179,Tanker
3,14,35.262505,-59.448742,35.2625,-59.44823,90.68508396455957,Tanker
3,15,35.2625,-59.44823,35.262512,-59.447674,88.4857083131576,Tanker
3,16,35.262512,-59.447674,35.262535,-59.447266,86.05042585041923,Tanker
3,17,35.262535,-59.447266,,,,Tanker
8,0,35.262604,-59.45509,35.262615,-59.45462,88.35800989175675,Tanker
8,1,35.262615,-59.45462,35.26262,-59.454227,89.10719572384676,Tanker
8,2,35.26262,-59.454227,35.262634,-59.4537,88.13637504112347,Tanker
8,3,35.262634,-59.4537,35.262646,-59.45305,88.70456480746822,Tanker
8,4,35.262646,-59.45305,35.262676,-59.452213,87.48627467542451,Tanker
8,5,35.262676,-59.452213,35.262684,-59.45162,89.05325415450284,Tanker
8,6,35.262684,-59.45162,35.262695,-59.45105,88.64590571110517,Tanker
8,7,35.262695,-59.45105,35.262688,-59.45049,90.8769103535978,Tanker
8,8,35.262688,-59.45049,35.262676,-59.44992,91.47679735133323,Tanker
8,9,35.262676,-59.44992,35.262676,-59.449535,89.99988886508743,Tanker
8,10,35.262676,-59.449535,35.262676,-59.449215,89.99990762786638,Tanker
8,11,35.262676,-59.449215,35.26267,-59.448772,90.95018531447181,Tanker
8,12,35.26267,-59.448772,35.262676,-59.44811,89.36384204416004,Tanker
8,13,35.262676,-59.44811,35.262684,-59.44762,88.8543584421152,Tanker
8,14,35.262684,-59.44762,35.262707,-59.447063,87.10474971665258,Tanker
8,15,35.262707,-59.447063,35.262707,-59.4467,89.99989521503306,Tanker
8,16,35.262707,-59.4467,35.262714,-59.446323,88.69720108587131,Tanker
8,17,35.262714,-59.446323,,,,Tanker
9,0,35.262592,-59.455097,35.262604,-59.45474,87.64253356206564,Tanker
9,1,35.262604,-59.45474,35.262604,-59.45439,89.99989896814026,Tanker
