Trajectory_ID,Order,Latitude,Longitude,Type
1,0,35.2626,-59.455566,Container
1,1,35.262592,-59.45551,Container
1,2,35.262585,-59.455444,Container
1,3,35.262585,-59.45538,Container
1,4,35.2626,-59.455322,Container
1,5,35.26261,-59.455276,Container
1,6,35.262623,-59.455227,Container
1,7,35.26263,-59.45516,Container
4,0,35.262623,-59.455547,Container
4,1,35.262634,-59.45545,Container
4,2,35.262638,-59.455353,Container
4,3,35.262638,-59.45526,Container
4,4,35.26263,-59.45518,Container
4,5,35.262623,-59.45511,Container
4,6,35.26262,-59.45503,Container
4,7,35.262623,-59.454937,Container
4,8,35.26262,-59.45485,Container
4,9,35.26263,-59.454777,Container
4,10,35.26263,-59.454716,Container
4,11,35.262634,-59.454655,Container
4,12,35.26263,-59.454575,Container
4,13,35.26263,-59.454502,Container
4,14,35.262627,-59.454437,Container
4,15,35.262623,-59.454388,Container
4,16,35.26262,-59.454334,Container
4,17,35.26262,-59.45428,Container
4,18,35.262623,-59.454212,Container
4,19,35.262623,-59.454144,Container
4,20,35.26262,-59.45406,Container
4,21,35.262615,-59.45399,Container
4,22,35.262615,-59.45393,Container
4,23,35.262615,-59.453846,Container
4,24,35.262615,-59.45378,Container
4,25,35.262608,-59.453716,Container
4,26,35.2626,-59.45364,Container
4,27,35.262596,-59.453552,Container
4,28,35.262592,-59.45346,Container
4,29,35.26259,-59.453384,Container
4,30,35.26259,-59.45331,Container
4,31,35.26259,-59.453243,Container
4,32,35.262585,-59.453167,Container
4,33,35.262573,-59.453083,Container
4,34,35.26257,-59.453007,Container
4,35,35.26257,-59.45293,Container
4,36,35.262573,-59.45287,Container
4,37,35.262573,-59.45279,Container
4,38,35.262573,-59.452724,Container
4,39,35.262577,-59.45265,Container
4,40,35.262577,-59.452576,Container
4,41,35.262577,-59.4525,Container
4,42,35.262573,-59.452427,Container
4,43,35.26257,-59.452347,Container
4,44,35.262554,-59.45225,Container
4,45,35.262547,-59.452168,Container
4,46,35.262543,-59.45209,Container
4,47,35.26253,-59.452023,Container
4,48,35.26253,-59.451935,Container
4,49,35.26254,-59.451862,Container
4,50,35.26254,-59.4518,Container
4,51,35.262535,-59.45175,Container
4,52,35.26254,-59.451702,Container
4,53,35.262535,-59.451645,Container
4,54,35.262535,-59.451584,Container
4,55,35.26254,-59.451523,Container
4,56,35.26253,-59.451447,Container
4,57,35.26253,-59.45136,Container
4,58,35.26254,-59.451283,Container
4,59,35.262543,-59.45122,Container
4,60,35.26254,-59.451168,Container
4,61,35.262535,-59.451107,Container
4,62,35.26253,-59.45104,Container
4,63,35.262535,-59.450985,Container
4,64,35.26254,-59.450928,Container
4,65,35.26254,-59.450863,Container
4,66,35.262547,-59.450794,Container
4,67,35.262554,-59.450726,Container
4,68,35.26256,-59.450653,Container
4,69,35.26257,-59.45058,Container
4,70,35.262577,-59.45052,Container
4,71,35.262577,-59.450466,Container
4,72,35.262585,-59.450397,Container
4,73,35.262585,-59.450344,Container
4,74,35.262585,-59.45029,Container
4,75,35.262585,-59.45024,Container
4,76,35.26259,-59.45019,Container
4,77,35.262592,-59.450134,Container
4,78,35.2626,-59.450085,Container
4,79,35.2626,-59.45004,Container
4,80,35.262592,-59.44997,Container
4,81,35.262592,-59.449917,Container
4,82,35.26259,-59.449844,Container
4,83,35.262585,-59.449787,Container
4,84,35.262577,-59.44971,Container
4,85,35.262573,-59.449646,Container
5,0,35.26256,-59.455547,Container
5,1,35.26256,-59.455456,Container
5,2,35.26258,-59.45537,Container
5,3,35.2626,-59.455303,Container
5,4,35.262604,-59.45523,Container
5,5,35.262608,-59.45516,Container
5,6,35.262615,-59.45508,Container
5,7,35.262623,-59.45499,Container
5,8,35.262634,-59.454906,Container
5,9,35.262634,-59.45483,Container
5,10,35.262623,-59.454754,Container
5,11,35.262615,-59.45468,Container
5,12,35.262623,-59.45461,Container
5,13,35.262638,-59.454544,Container
5,14,35.262653,-59.454456,Container
5,15,35.26265,-59.454388,Container
5,16,35.262638,-59.454304,Container
5,17,35.26263,-59.454235,Container
5,18,35.26262,-59.454174,Container
5,19,35.26262,-59.4541,Container
5,20,35.262615,-59.454052,Container
5,21,35.26262,-59.45399,Container
5,22,35.262634,-59.453922,Container
5,23,35.26266,-59.453846,Container
5,24,35.262684,-59.453754,Container
5,25,35.262684,-59.45367,Container
5,26,35.262684,-59.453594,Container
5,27,35.26269,-59.453533,Container
5,28,35.26269,-59.453476,Container
5,29,35.2627,-59.45341,Container
5,30,35.26271,-59.453342,Container
5,31,35.26274,-59.45326,Container
5,32,35.262764,-59.453175,Container
5,33,35.262783,-59.453106,Container
5,34,35.262787,-59.453037,Container
5,35,35.26279,-59.45299,Container
5,36,35.2628,-59.452938,Container
5,37,35.262806,-59.45288,Container
5,38,35.26279,-59.45281,Container
5,39,35.262768,-59.45274,Container
5,40,35.26276,-59.45268,Container
5,41,35.262764,-59.452633,Container
5,42,35.262768,-59.452576,Container
5,43,35.26276,-59.45251,Container
5,44,35.262756,-59.452442,Container
5,45,35.26276,-59.452393,Container
5,46,35.262775,-59.452335,Container
5,47,35.26279,-59.45229,Container
5,48,35.262802,-59.45222,Container
5,49,35.2628,-59.45215,Container
5,50,35.2628,-59.452076,Container
5,51,35.262787,-59.452023,Container
5,52,35.26279,-59.451965,Container
5,53,35.262802,-59.4519,Container
5,54,35.26282,-59.45183,Container
5,55,35.262848,-59.451763,Container
5,56,35.26287,-59.451687,Container
5,57,35.262894,-59.451588,Container
5,58,35.262913,-59.451492,Container
5,59,35.262936,-59.451416,Container
5,60,35.26295,-59.451355,Container
5,61,35.26295,-59.451294,Container
5,62,35.26294,-59.45122,Container
5,63,35.26294,-59.451153,Container
5,64,35.262943,-59.451077,Container
5,65,35.26295,-59.451008,Container
5,66,35.262955,-59.450943,Container
5,67,35.26296,-59.450893,Container
5,68,35.26296,-59.450836,Container
5,69,35.26295,-59.45079,Container
5,70,35.262947,-59.450745,Container
5,71,35.262943,-59.45071,Container
5,72,35.262955,-59.450653,Container
5,73,35.26296,-59.45058,Container
5,74,35.262974,-59.4505,Container
5,75,35.26298,-59.450413,Container
5,76,35.262997,-59.450333,Container
